"Site","P_900","DOG_900","BM_900","M_900","DOG_P_900","BM_P_900","DOG_R_900","EV_900","P_950","DOG_950","BM_950","M_950","DOG_P_950","BM_P_950","DOG_R_950","EV_950","P_1000","DOG_1000","BM_1000","M_1000","DOG_P_1000","BM_P_1000","DOG_R_1000","EV_1000","P_1050","DOG_1050","BM_1050","M_1050","DOG_P_1050","BM_P_1050","DOG_R_1050","EV_1050","P_1100","DOG_1100","BM_1100","M_1100","DOG_P_1100","BM_P_1100","DOG_R_1100","EV_1100","P_1150","DOG_1150","BM_1150","M_1150","DOG_P_1150","BM_P_1150","DOG_R_1150","EV_1150","SWSN_ID","CSN_macro_group","Mean_Rooms","Size_Class","GH_Count","GK_Count","Dshp_Count","Biwall_Count","Triwall_Count","PubArch","EASTING","NORTHING"
"Martin Site 1",0.2578,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,3218,"San Juan Foothills",NA,NA,0,1,0,0,0,"1",690000,4170000
"May Canyon",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,3219,"San Juan Foothills",NA,NA,0,1,0,0,0,"1",720000,4150000
"McCreery",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,55.1652,0.4402,27.4944,0,0.00797966834163567,0.498401165952448,0.00797966834163567,0.925150844250382,449.5433,40.1957,31.6018,0,0.0894145235842688,0.0702975664413194,0.0894145235842688,0.498529106891375,986.4883,77.4206,42.9037,0,0.0784810118883316,0.0434913419652316,0.0784810118883316,0.421330657642909,315.8036,1.9436,0,0,0.00615445802391106,0,0.00615445802391106,0.509946233473011,3221,"Rio Puerco of the West",5,1,1,1,0,0,0,"2",610000,3880000
"McPhee Pueblo",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,3222,"San Juan Foothills",NA,NA,0,0,0,0,0,"1",720000,4150000
"Mesa Tierra",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,5.8101,0.1137,3,0,0.0195693705788196,0.516342231631125,0.0195693705788196,NA,8.2231,2.1456,0,0,0.260923496005156,0,0.260923496005156,NA,10.5348,1.7406,0,0,0.165223829593348,0,0.165223829593348,0.692088480629612,9.872,0,0,0,0,0,0,0.930216490927144,3224,"Central San Juan Basin",35,1,1,0,0,0,0,"1",760000,4000000
"Millard",2.388,0,0.5715,0,0,0.239321608040201,0,NA,1.991,0,0.8922,0,0,0.448116524359618,0,NA,1.8343,0,0.4572,0,0,0.249250395246143,0,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,3225,"San Juan Foothills",NA,NA,0,1,0,0,0,"1",700000,4140000
"Mineral Creek",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,53.8044,0,0,0,0,0,0,1.33279282047459,192.3299,0,0,0,0,0,0,1.395889680282,280.485,0,0,0,0,0,0,1.11831422713609,3226,"Hardscrabble/ULC",10,1,0,1,0,0,0,"1",620000,3800000
"Mitchell Springs",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,225.1815,8.6567,158.4416,8.6567,0.0384432113650544,0.70361730426345,0.0153772845460218,0.076312040229585,97.7291,51.3903,33.5584,50.0907,0.525844400490744,0.343381858627574,0.218316550546357,0.135851955117641,100.3147,51.3809,0,46.6805,0.512197115676964,0,0.232992771747311,0.338711714171167,41.7744,9.5718,0,9.5718,0.229130759508216,0,0.0916523038032862,0.994871183616771,3227,"San Juan Foothills",45,1,2,2,1,0,0,"4+",710000,4130000
"Mitten Rock",139.5543,0,82.2848,0,0,0.589625686918998,0,0.393513623728487,117.3963,0.3232,61.1046,0.3232,0.00275306802684582,0.520498516563129,0.00110122721073833,0.480130874040869,94.6625,8.0919,8.0712,2.2134,0.0854815792948633,0.0852629076984022,0.0714523702627757,0.138258255876848,193.8639,111.7852,0.4429,3.8445,0.576616894635876,0.00228459243830337,0.564718341062983,0.127843014463282,95.6336,35.7996,0,1.619,0.374341235716317,0,0.364183717856486,0.158081696589232,0,0,0,0,NA,NA,NA,NA,3228,"Chuska Slope",16,1,1,1,0,0,0,"2",690000,4050000
"Montezuma Village North",0,0,0,0,NA,NA,NA,NA,47.7438,3.2376,1.2954,3.2376,0.0678119462631797,0.0271323187513352,0.0271247785052719,0.318576271937006,127.8926,28.5904,1.6163,28.5904,0.223550072482693,0.0126379477780575,0.089420028993077,0.06779630225921,158.2352,58.5697,0.0882,58.5697,0.370143305661446,0.000557398101054633,0.148057322264578,0.0876173184183843,162.8045,49.457,0,49.457,0.30378152938033,0,0.121512611752132,0.205056243090717,163.9723,14.1453,0,14.1453,0.0862663998736372,0,0.0345065599494549,0.963118218363986,3232,"Southeast Utah",NA,NA,0,1,0,0,0,"1",650000,4170000
"Montezuma Village South",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,116.189,99.0675,0,99.0675,0.852640955684273,0,0.341056382273709,0.201683970508144,146.7268,52.9325,0,52.9325,0.360755499336181,0,0.144302199734473,0.96420490346065,3233,"Southeast Utah",80,2,1,0,0,0,0,"1",650000,4170000
"Morefield",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,3234,"San Juan Foothills",NA,NA,1,2,0,0,0,"3",730000,4120000
"Morris' Old Fort",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,5.5768,0,0,0,0,0,0,NA,906,"Middle San Juan",75,2,1,1,0,0,0,"2",750000,4070000
"Morris 39",43.5585,0,41.9431,0,0,0.96291424176682,0,0.54857097557729,73.0337,2.1854,70.7901,2.1854,0.0299231724532647,0.969279935153224,0.0119692689813059,0.689693610638947,59.1987,17.716,38.1725,17.5316,0.299263328417685,0.644819903139765,0.121574291327343,0.276468835494957,46.9708,38.1679,2.4651,34.1948,0.81258782051828,0.0524815417237944,0.37578708474201,0.343342002810251,38.0887,29.1184,0,25.2759,0.764489205459887,0,0.366325445604602,0.467241735901786,15.4187,5.812,0,5.812,0.376944878621414,0,0.150777951448566,1.04519476394688,727,"Middle San Juan",145,2,2,5,0,0,0,"4+",750000,4080000
"Morris 41",0,0,0,0,NA,NA,NA,NA,23.3898,2.7768,20.5688,2.7768,0.118718415719673,0.879391871670557,0.0474873662878691,0.696271502785735,57.6222,28.1511,24.6852,27.8085,0.488546081197872,0.428397388506513,0.198985807553339,0.285495364628071,104.8829,68.5064,1.746,60.9184,0.653170345213567,0.0166471369498746,0.304676548798708,0.319012795416971,159.971,53.4623,0,47.3929,0.334199948740709,0,0.156444355539442,0.41777380661242,151.5685,11.1033,0,11.1033,0.0732559865671297,0,0.0293023946268519,1.01733909297578,1935,"Middle San Juan",24,1,1,2,0,0,0,"3",750000,4100000
"Muddy Water",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,20.8242,0.3242,18,0,0.0155684251976066,0.864378943728931,0.0155684251976066,1.27149245716062,8.7429,6.0071,0,0,0.687083233252125,0,0.687083233252125,1.30640250572303,5.9163,4.6687,0,0,0.789124959856667,0,0.789124959856667,1.32412404522436,0.5168,0,0,0,0,0,0,NA,3240,"Lobo Mesa",24,1,1,1,0,0,0,"2",750000,3960000
"NA 8013",332.3107,0,153.6117,0,0,0.46225324673566,0,1.18564753128252,277.9792,0,217.0038,0,0,0.780647616800106,0,1.38785097765627,233.5942,4.5234,186.8237,0,0.0193643506559666,0.799778847248776,0.0193643506559666,1.27018578930109,418.4846,216.0796,27.0965,0,0.516338235624441,0.0647490970993915,0.516338235624441,1.32931816884236,361.506,162.397,0,0,0.449223526027231,0,0.449223526027231,1.35644726781147,0,0,0,0,NA,NA,NA,NA,3367,"Defiance Plateau",14,1,0,1,0,0,0,"1",640000,3960000
"NA 8014",26.2769,0,10.302,0,0,0.392055379439736,0,1.12424099459978,21.6434,0,17.0047,0,0,0.785676002846133,0,1.28075996330735,15.1938,0.5966,13.1552,0,0.0392660164014269,0.865826850425832,0.0392660164014269,1.19711933055893,30.0123,13.4034,3.0509,0,0.446596895272938,0.101654988121537,0.446596895272938,1.30884730221754,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,3368,"Defiance Plateau",8,1,0,1,0,0,0,"1",640000,3960000
"NA 8044",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,3.6925,0.032,1,0,0.00866621530128639,0.2708192281652,0.00866621530128639,NA,17.3656,0.5436,0,0,0.0313032662274842,0,0.0313032662274842,0.399456105216393,24.9025,0.4244,0,0,0.017042465615902,0,0.017042465615902,0.438444022828572,17.3745,0,0,0,0,0,0,0.419322527218512,3345,"Rio Puerco of the West",NA,NA,0,0,0,0,0,"1",NA,NA
"NA 8800",744.5369,0,50.1479,0,0,0.0673544857212584,0,0.15456837358223,845.53,0,108.9533,0,0,0.128857994394049,0,0.145285439070055,976.274,8.1197,95.5717,0,0.00831702985022647,0.0978943411378363,0.00831702985022647,0.0653229525226969,1232.7199,134.6755,35.672,0,0.109250690282521,0.0289376361978094,0.109250690282521,0.0552409564731234,1590.0527,262.5228,1.5,0,0.1651032069566,0.000943364958909852,0.1651032069566,0.0865264704805147,1110.1095,164.682,0,0,0.148347527879007,0,0.148347527879007,0.166002749441591,3241,"Black Mesa",NA,NA,0,1,0,0,0,"1",580000,4040000
"Navajo Springs",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,65.5721,1.1549,24.45,0,0.0176126736828621,0.372871998914172,0.0176126736828621,1.25583068119464,112.4816,37.0013,2.55,0,0.328954246739022,0.022670374532368,0.328954246739022,1.31758530205207,91.0274,59.8438,0,0,0.657426225510121,0,0.657426225510121,1.29646340092462,10.9191,0,0,0,0,0,0,1.09865640316711,3248,"Rio Puerco of the West",60,1,1,1,0,0,0,"2",640000,3890000
"Navajo Territorial Gov't Complex",13.3936,0,2.3732,0,0,0.177189105244296,0,1.1191382285872,6.4006,0,3.4465,0,0,0.53846514389276,0,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,3249,"Rio Puerco of the West",NA,NA,0,1,0,0,0,"1",640000,3890000
"Newcomb Community",0,0,0,0,NA,NA,NA,NA,6.1248,0,3,0,0,0.489811912225705,0,NA,15.8005,0.8298,0,0,0.0525173254010949,0,0.0525173254010949,0.336113354806667,10.0974,5.2747,0,0,0.522381999326559,0,0.522381999326559,0.502120562235467,4.897,1.7874,0,0,0.364998978966714,0,0.364998978966714,NA,1.0809,0.108,0,0,0.0999167360532889,0,0.0999167360532889,NA,735,"Chuska Slope",NA,NA,1,1,0,0,0,"2",710000,4020000
"North Lowry",0,0,0,0,NA,NA,NA,NA,5.1335,0.1294,0.3386,0.1294,0.025206973799552,0.0659588974383949,0.0100827895198208,NA,33.9143,2.2283,0.6614,2.2283,0.0657038476394913,0.0195020979350893,0.0262815390557965,0.062138894568782,49.1189,4.6529,0,4.6529,0.0947272842022114,0,0.0378909136808845,0.0860404235993651,50.1355,3.3355,0,3.3355,0.0665297045008028,0,0.0266118818003211,0.200285738903109,22.6978,0.6539,0,0.6539,0.0288089594586259,0,0.0115235837834504,0.96096545166582,3251,"San Juan Foothills",65,1,1,1,0,0,0,"2",680000,4160000
"Oak Wash--Zuni",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,178.6487,42.9952,0,0,0.240668977719961,0,0.240668977719961,1.31802657049214,72.3512,50.0046,0,0,0.691137120047767,0,0.691137120047767,1.36012043387027,0,0,0,0,NA,NA,NA,NA,3252,"Cibola",20,1,1,0,0,0,0,"1",700000,3890000
"Owen Site",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,157.6573,31.7929,13,25.2336,0.201658280333356,0.0824573299174856,0.105626190477701,0.105508096499519,211.3849,35.9825,0,21.5201,0.170222660180552,0,0.109139489149887,0.198934921985921,148.958,15.2246,0,5.2464,0.102207333610816,0,0.0810749338739779,0.618513796703204,3253,"Southeast Utah",20,1,1,1,0,0,0,"2",590000,4160000
"Padilla Well",139.9968,0,55.1602,0,0,0.394010434524218,0,1.37055591898435,187.2957,0,96.2129,0,0,0.513695188944541,0,1.4923786937648,258.6454,29.8284,33.9044,0,0.115325461036616,0.131084488647391,0.115325461036616,1.24980352932355,259.2599,189.7004,0.1419,0,0.731699734513513,0.000547327218748445,0.731699734513513,1.33519199246171,158.7882,100.2771,0,0,0.631514810294468,0,0.631514810294468,1.36548756739906,17.2723,0.1941,0,0,0.0112376464049374,0,0.0112376464049374,1.19130485677388,3254,"Central San Juan Basin",20,1,1,1,0,0,0,"2",770000,3990000
"Parker Site",14.4263,0,4.7857,0,0,0.331734401752355,0,0.116044956016918,12.9869,0.2384,7.9005,0.2384,0.0183569597055494,0.608343792590996,0.00734278388221977,0.230702673061743,6.5926,1.7618,3.7875,1.7618,0.267239025574129,0.574507781451931,0.106895610229651,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,3255,"Southeast Utah",50,1,1,0,0,0,0,"1",640000,4150000
"Peach Springs",6.2989,0,3.0355,0,0,0.481909539760911,0,1.36801435700207,6.5384,0,5.8885,0,0,0.900602593906766,0,1.4902574805844,9.6728,0.4804,2.0759,0,0.0496650401124804,0.214612108179638,0.0496650401124804,1.28052756775305,16.8167,7.885,0,0,0.468879149892666,0,0.468879149892666,1.33016599610628,10.6731,5.6344,0,0,0.527906606328058,0,0.527906606328058,1.3817495856984,0,0,0,0,NA,NA,NA,NA,3256,"Central San Juan Basin",30,1,1,1,0,0,0,"2",720000,3960000
"Penasco Blanco",101.3704,0,59.4254,0,0,0.586220435156614,0,1.28762768850928,107.1418,0.0229,81.2059,0.0229,0.000213735442189696,0.757929211568221,8.54941768758785e-05,1.47626098607551,83.2452,1.8187,53.8683,0.3751,0.0218475059222634,0.647103977166251,0.0191439266167899,1.24719076188399,62.6437,32.7755,0.2684,0.8496,0.523205046956039,0.00428454896501963,0.515067596581939,1.30299415765755,68.0971,32.2422,0,0.6116,0.47347390711205,0,0.468085131378576,1.3420846488065,14.1067,0.1408,0,0.1408,0.00998107282355193,0,0.00399242912942077,1.18083323186945,3257,"Central San Juan Basin",200,2,1,1,0,0,0,"2",770000,4000000
"Pierre's El Faro",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,5.2831,0.185,0,0.1573,0.035017319376881,0,0.0171528080104484,1.26834282651591,10.3807,1.4504,0,0.4682,0.139720828075178,0,0.112659069234252,1.31940559871507,7.3364,1.3647,0,0.3745,0.186017665339949,0,0.155389564363993,1.35324410033763,0,0,0,0,NA,NA,NA,NA,3258,"Central San Juan Basin",15,1,1,0,0,0,0,"1",770000,4020000
"Pierre's House A",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,7.5722,0.2579,0,0,0.0340587940096669,0,0.0340587940096669,NA,16.479,5.1676,0,0,0.31358698950179,0,0.31358698950179,0.914060732266151,14.9488,3.5745,0,0,0.239116183238788,0,0.239116183238788,0.793138180380552,0,0,0,0,NA,NA,NA,NA,3259,"Central San Juan Basin",11,1,1,0,0,0,0,"1",770000,4020000
"Pierre's House B/C",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,10.886,0.5247,1,0.2228,0.0481995223222488,0.0918611060077163,0.0359195296711372,0.736088400830167,20.503,6.5639,0,0.4661,0.32014339364971,0,0.306503438521192,0.959340715136503,17.611,4.9113,0,0.311,0.278876838339674,0,0.26828118789393,0.916438241305303,0,0,0,0,NA,NA,NA,NA,3260,"Central San Juan Basin",12,1,1,0,0,0,0,"1",770000,4020000
"Plaza Site",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,1652.8128,0,24,0,0,0.0145207007109335,0,0.0724554128206527,2733.1815,184.5036,0,0,0.0675050668973136,0,0.0675050668973136,0.0679197766232158,3367.6286,332.2387,0,0,0.0986565739464263,0,0.0986565739464263,0.0715316974961526,2542,"West",6,1,0,1,0,0,0,"1",560000,3900000
"Point Pueblo",20.3659,0,9.8761,0,0,0.48493314805631,0,0.849479423655086,31.2284,0.048,21.6228,0.048,0.00153706241754301,0.692408192542685,0.000614824967017202,1.11272333942734,57.182,2.1168,33.0916,2.0886,0.0370186422300724,0.578706585988598,0.0151033542023714,0.601522506092732,27.9119,9.5681,2.5659,8.6443,0.342796441661084,0.0919285322747645,0.156976773347569,0.219873721028549,21.4938,10.0716,0,9.0236,0.468581637495464,0,0.216687602936661,0.375101045409928,17.3019,2.1957,0,2.1957,0.126905137586045,0,0.0507620550344182,1.03950291571854,3261,"Middle San Juan",NA,NA,1,0,0,0,0,"1",750000,4070000
"Prater Village",0,0,0,0,NA,NA,NA,NA,2.855,2.3898,0.4652,2.3898,0.837057793345009,0.162942206654991,0.334823117338004,NA,20.145,19.6102,0.5348,19.6102,0.973452469595433,0.0265475304045669,0.389380987838173,0.0640885468236685,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,3369,"San Juan Foothills",225,2,1,2,0,0,0,"3",730000,4120000
"Pueblo Alto",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,3738.8352,187.5156,2902,0,0.05015348095578,0.776177564606217,0.05015348095578,1.28270374205147,6034.7606,4750.5079,0,0,0.787190779365796,0,0.787190779365796,1.31818718802905,6352.1446,4474.9765,0,0,0.704482782082763,0,0.704482782082763,1.34444353837122,1058.2595,0,0,0,0,0,0,1.14028575497615,3262,"Chaco Canyon",80,2,1,0,0,0,0,"1",770000,4000000
"Pueblo Bonito",63.8815,0,36.6785,0,0,0.574164664261171,0,1.35651404144653,71.817,0.0575,49.1806,0.0575,0.000800646086581172,0.684804433490678,0.000320258434632469,1.49068669497497,64.3421,7.803,20.2235,0.5012,0.121273629552035,0.314312091150273,0.116599862298557,1.18436360366063,163.236,117.7352,0.1497,0.7545,0.721257565733049,0.000917077115342204,0.718484280428337,1.30380817268996,166.9891,107.2471,0,0.5296,0.642240122259477,0,0.640337243568592,1.35804749176385,41.6715,0.1571,0,0.1571,0.00376996268432862,0,0.00150798507373145,1.24693418150699,3263,"Chaco Canyon",700,4,1,3,0,0,0,"4+",770000,3990000
"Pueblo Cerrito",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,5.775,0,0,0,0,0,0,1.2779072587632,14.0009,0,0,0,0,0,0,1.15431768415574,17.3122,0,0,0,0,0,0,0.941333304562943,16.5208,0,0,0,0,0,0,0.800626905140483,3264,"Acoma",23,1,1,0,0,0,0,"1",780000,3850000
"Pueblo de los Golondrinas",411.4393,0,37.9097,0,0,0.0921392292860697,0,0.119251425917985,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,3265,"San Juan Foothills",41,1,0,0,0,0,0,"1",720000,4160000
"Pueblo del Arroyo",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,10.1952,1.1641,0,0.1786,0.114181183301946,0,0.103670354676711,1.09172791535738,35.4575,20.2113,0,0.3829,0.570014806458436,0,0.563535500246774,1.20737807293683,40.2809,17.523,0,0.3368,0.435020071547557,0,0.430003301813018,1.36637356658867,13.0668,0.1018,0,0.1018,0.00779073682921603,0,0.00311629473168641,1.32608152628508,3266,"Chaco Canyon",275,3,1,0,0,0,1,"2",770000,3990000
"Pueblo Pintado",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,176.09,8.4018,132,4.0443,0.04771310125504,0.749616673292066,0.0339327616559714,1.25934833847855,143.7156,90.3899,0,7.0246,0.628949814773066,0,0.599622727108261,1.29614300819382,157.008,75.1392,0,4.862,0.478569244879242,0,0.459989299908285,1.33434802214585,61.3497,1.0691,0,1.0691,0.0174263280831039,0,0.00697053123324157,1.35938389910716,720,"Central San Juan Basin",90,2,1,1,0,0,0,"2",800000,3990000
"Ram Mesa",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,31.3789,0.7662,21,0,0.0244176819455112,0.669239520824503,0.0244176819455112,1.2743697365261,24.2697,14.1986,0,0,0.585034013605442,0,0.585034013605442,1.322540521088,13.5091,11.0352,0,0,0.816871590261379,0,0.816871590261379,1.37448417213913,0.8424,0,0,0,0,0,0,NA,3267,"Rio Puerco of the West",14,1,1,1,0,0,0,"2",720000,3940000
"Red Knobs",0,0,0,0,NA,NA,NA,NA,176.9478,6.8833,7.8809,6.8833,0.0389001728193286,0.0445379936907947,0.0155600691277315,0.326332066556407,290.4844,47.1686,7.1191,47.1325,0.162379115711549,0.0245076844057719,0.0650262113903535,0.0773880216255548,172.8043,82.6268,0,81.8644,0.478152453382236,0,0.193908137702592,0.0902267474807894,215.9492,58.2875,0,56.6615,0.269913016579825,0,0.112482935801568,0.208776611884678,348.1942,13.7141,0,12.4582,0.0393863539369697,0,0.0179186787143496,0.96552880558359,3270,"Southeast Utah",90,2,1,1,0,0,0,"2",620000,4170000
"Red Pottery Mound",20.1196,0,2.1545,0,0,0.107084633889342,0,0.102363792739949,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,3272,"San Juan Foothills",NA,NA,1,1,0,0,0,"2",700000,4160000
"Red Willow",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,13.01,0.2947,8.7153,0,0.022651806302844,0.66989239046887,0.022651806302844,1.15943639504625,9.7078,6.4237,0.2848,0,0.661705020705,0.0293372339768022,0.661705020705,1.29140409921733,12.419,7.2816,0,0,0.586327401562122,0,0.586327401562122,1.20007563469679,4.1801,0,0,0,0,0,0,NA,3273,"Chuska Slope",10,1,1,1,0,1,0,"3",710000,3970000
"Reservoir--Northern San Juan",6.9984,0,2.1709,0,0,0.310199474165524,0,NA,36.2223,2.3181,8.3895,2.3181,0.0639964883510986,0.231611465864951,0.0255985953404395,0.360896321458085,75.9393,19.9879,5.2191,19.853,0.263208905007025,0.0687272597982863,0.106349413281397,0.0757526733712894,89.0327,34.8482,0.2204,32.6917,0.391408999165475,0.00247549495859386,0.171096462311039,0.115244660833559,77.4126,23.2333,0,21.7121,0.300122977396445,0,0.131839519664757,0.259860483189414,30.3949,4.6124,0,4.425,0.151749142125817,0,0.0643989616679114,0.983885580988372,3275,"San Juan Foothills",NA,NA,1,1,1,0,0,"3",720000,4150000
"Rich's Ruin",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,41.838,12.5456,0,12.5456,0.299861370046369,0,0.119944548018548,0.200285738903109,60.6633,5.4544,0,5.4544,0.0899126819675158,0,0.0359650727870063,0.96096545166582,3361,"San Juan Foothills",50,1,0,1,0,0,0,"1",690000,4150000
"Ridge Ruin",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,3337.4298,217.4487,2213,0,0.0651545389808648,0.663085108187145,0.0651545389808648,0.0611159067966595,1506.2548,473.6839,0,0,0.314477935605583,0,0.314477935605583,0.0890654643293148,1588.1868,381.1897,0,0,0.240015658107724,0,0.240015658107724,0.172910260517601,1394,"Flagstaff",21,1,1,0,0,0,0,"1",470000,3900000
"Salina Springs",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,4.8101,0.9969,2,0,0.207251408494626,0.415791771480842,0.207251408494626,NA,9.3412,3.4642,0,0,0.370851710700981,0,0.370851710700981,NA,12.1097,3.0961,0,0,0.255671073602154,0,0.255671073602154,0.379835059961355,1377,"Black Mesa",75,2,1,0,0,0,0,"1",600000,3990000
"Salmon",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,37531.2582,32932.9036,76,9398.5881,0.87747933800951,0.00202497874158666,0.727227171403489,1.12156996749064,30845.3484,25698.4315,0,6505.1277,0.833137987833524,0,0.706601027725788,1.1868461070364,8410.2018,1433.9622,0,1430.2842,0.170502710172781,0,0.0684634796753629,1.04397258203906,824,"Middle San Juan",300,3,1,2,0,0,0,"3",770000,4070000
"Sambrito Village",4.1011,0,2.8085,0,0,0.68481626880593,0,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,3280,"Middle San Juan",NA,NA,0,1,0,0,0,"1",820000,4100000
"San Juan Biwall",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,5.9704,3.5936,0,3.5936,0.601902720085756,0,0.240761088034303,NA,11.5072,4.9237,0,4.9237,0.427879936040044,0,0.171151974416018,0.200285738903109,12.26,1.4829,0,1.4829,0.120954323001631,0,0.0483817292006525,0.96096545166582,3403,"Middle San Juan",NA,NA,0,1,0,1,0,"2",690000,4080000
"San Mateo",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,56.4882,0.6778,34.9349,0,0.0119989661557635,0.618445976327799,0.0119989661557635,1.28366684098745,37.0484,12.5603,0.0652,0,0.339024087409983,0.00175986007492901,0.339024087409983,1.3355345770686,31.8875,9.7619,0,0,0.306135633085065,0,0.306135633085065,1.3790056859015,8.5766,0,0,0,0,0,0,1.22721338260486,3281,"Lobo Mesa",112,2,1,2,0,0,0,"3",800000,3920000
"Sand Canyon Pueblo",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,3356,"San Juan Foothills",530,4,0,1,1,0,0,"2",700000,4140000
"Sanders GH",0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,541.5877,3.0713,414.3796,0,0.0056709190404435,0.765120035037723,0.0056709190404435,1.27627579631407,522.1921,125.0579,23.6204,0,0.239486388246777,0.0452331622787859,0.239486388246777,1.31831754601061,373.1396,135.5635,0,0,0.363305047226293,0,0.363305047226293,1.34335838052351,112.0814,1.3073,0,0,0.011663844313151,0,0.011663844313151,1.12701213424192,3283,"Rio Puerco of the West",40,1,1,1,0,0,0,"2",650000,3900000
